state_name,district_name,season,crop,rainfall,temp
Arunachal Pradesh,LOWER DIBANG VALLEY,may,ginger,,
Arunachal Pradesh,LOWER DIBANG VALLEY,november,potato,,
Arunachal Pradesh,LOWER DIBANG VALLEY,december,potato,,
Arunachal Pradesh,LOWER DIBANG VALLEY,january,turmeric,,
Arunachal Pradesh,LOWER DIBANG VALLEY,february,turmeric,,
Arunachal Pradesh,LOWER DIBANG VALLEY,march,turmeric,,
Arunachal Pradesh,LOWER DIBANG VALLEY,december,sweet patato,,
Arunachal Pradesh,LOWER DIBANG VALLEY,january,sweet patato,,
Arunachal Pradesh,LOWER DIBANG VALLEY,january,pumpkin,,
Arunachal Pradesh,LOWER DIBANG VALLEY,february,pumpkin,,
Arunachal Pradesh,LOWER DIBANG VALLEY,march,pumpkin,,
Arunachal Pradesh,LOWER DIBANG VALLEY,june,brinjal,,
Arunachal Pradesh,LOWER DIBANG VALLEY,july,brinjal,,
Arunachal Pradesh,LOWER DIBANG VALLEY,august,brinjal,,
Arunachal Pradesh,LOWER DIBANG VALLEY,february,chilli,,
Arunachal Pradesh,LOWER DIBANG VALLEY,march,chilli,,
Arunachal Pradesh,LOWER DIBANG VALLEY,june,oilseeds,,
Arunachal Pradesh,LOWER DIBANG VALLEY,july,oilseeds,,
Arunachal Pradesh,LOWER DIBANG VALLEY,august,oilseeds,,
Arunachal Pradesh,LOWER DIBANG VALLEY,september,oilseeds,,
Arunachal Pradesh,TAWANG,january,sugarcane,,
Arunachal Pradesh,TAWANG,february,sugarcane,,
Arunachal Pradesh,TAWANG,march,sugarcane,,
Arunachal Pradesh,TAWANG,april,chilli,,
Arunachal Pradesh,TAWANG,may,millets,,
Arunachal Pradesh,TAWANG,june,rice,,
Arunachal Pradesh,TAWANG,july,rice,,
Arunachal Pradesh,TAWANG,august,millets,,
Arunachal Pradesh,TAWANG,september,millets,,
Arunachal Pradesh,TAWANG,october,potato,,
Arunachal Pradesh,TAWANG,november,wheat,,
Arunachal Pradesh,TAWANG,december,wheat,,
Arunachal Pradesh,TAWANG,june,millets,,
Arunachal Pradesh,TAWANG,july,millets,,
Arunachal Pradesh,TAWANG,may,ginger,,
Arunachal Pradesh,TAWANG,november,potato,,
Arunachal Pradesh,TAWANG,december,potato,,
Arunachal Pradesh,TAWANG,january,turmeric,,
Arunachal Pradesh,TAWANG,february,turmeric,,
Arunachal Pradesh,TAWANG,march,turmeric,,
Arunachal Pradesh,TAWANG,december,sweet patato,,
Arunachal Pradesh,TAWANG,january,sweet patato,,
Arunachal Pradesh,TAWANG,january,pumpkin,,
Arunachal Pradesh,TAWANG,february,pumpkin,,
Arunachal Pradesh,TAWANG,march,pumpkin,,
Arunachal Pradesh,TAWANG,june,brinjal,,
Arunachal Pradesh,TAWANG,july,brinjal,,
Arunachal Pradesh,TAWANG,august,brinjal,,
Arunachal Pradesh,TAWANG,february,chilli,,
Arunachal Pradesh,TAWANG,march,chilli,,
Arunachal Pradesh,TAWANG,june,oilseeds,,
Arunachal Pradesh,TAWANG,july,oilseeds,,
Arunachal Pradesh,TAWANG,august,oilseeds,,
Arunachal Pradesh,TAWANG,september,oilseeds,,
Assam,BAKSA,january,sugarcane,,
Assam,BAKSA,february,sugarcane,,
Assam,BAKSA,march,tea,,
Assam,BAKSA,april,tea,,
Assam,BAKSA,may,tea,,
Assam,BAKSA,june,rice,,
Assam,BAKSA,july,rice,,
Assam,BAKSA,august,oilseeds,,
Assam,BAKSA,september,capsicum,,
Assam,BAKSA,october,potato,,
Assam,BAKSA,november,potato,,
Assam,BAKSA,december,potato,,
Assam,BAKSA,march,sugarcane,,
Assam,BAKSA,april,jute,,
Assam,BAKSA,may,jute,,
Assam,BAKSA,march,jute,,
Assam,BAKSA,january,pulses,,
Assam,BAKSA,february,pulses,,
Assam,BAKSA,march,pulses,,
Assam,BAKSA,april,tomato,,
Assam,BAKSA,may,tomato,,
Assam,BAKSA,june,tomato,,
Assam,BAKSA,november,capsicum,,
Assam,BAKSA,september,radish,,
Assam,BAKSA,october,cabbage,,
Assam,BAKSA,november,cabbage,,
Assam,BAKSA,february,chilli,,
Assam,BAKSA,march,chilli,,
Assam,BAKSA,march,cucumber,,
Assam,BAKSA,april,cucumber,,
Assam,BAKSA,september,cauliflower,,
Assam,BAKSA,october,cauliflower,,
Assam,BAKSA,november,cauliflower,,
Assam,BAKSA,december,cauliflower,,
Assam,BARPETA,january,sugarcane,,
Assam,BARPETA,february,sugarcane,,
Assam,BARPETA,march,tea,,
Assam,BARPETA,april,tea,,
Assam,BARPETA,may,tea,,
Assam,BARPETA,june,rice,,
Assam,BARPETA,july,rice,,
Assam,BARPETA,august,oilseeds,,
Assam,BARPETA,september,capsicum,,
Assam,BARPETA,october,potato,,
Assam,BARPETA,november,potato,,
Assam,BARPETA,december,potato,,
Assam,BARPETA,march,sugarcane,,
Assam,BARPETA,april,jute,,
Assam,BARPETA,may,jute,,
Assam,BARPETA,march,jute,,
Assam,BARPETA,january,pulses,,
Assam,BARPETA,february,pulses,,
Assam,BARPETA,march,pulses,,
Assam,BARPETA,april,tomato,,
Assam,BARPETA,may,tomato,,
Assam,BARPETA,june,tomato,,
Assam,BARPETA,november,capsicum,,
Assam,BARPETA,september,radish,,
Assam,BARPETA,october,cabbage,,
Assam,BARPETA,november,cabbage,,
Assam,BARPETA,february,chilli,,
Assam,BARPETA,march,chilli,,
Assam,BARPETA,march,cucumber,,
Assam,BARPETA,april,cucumber,,
Assam,BARPETA,september,cauliflower,,
Assam,BARPETA,october,cauliflower,,
Assam,BARPETA,november,cauliflower,,
Assam,BARPETA,december,cauliflower,,
Assam,DARRANG,january,sugarcane,,
Assam,DARRANG,february,sugarcane,,
Assam,DARRANG,march,tea,,
Assam,DARRANG,april,tea,,
Assam,DARRANG,may,tea,,
Assam,DARRANG,june,rice,,
Assam,DARRANG,july,rice,,
Assam,DARRANG,august,oilseeds,,
Assam,DARRANG,september,capsicum,,
Assam,DARRANG,october,potato,,
Assam,DARRANG,november,potato,,
Assam,DARRANG,december,potato,,
Assam,DARRANG,march,sugarcane,,
Assam,DARRANG,april,jute,,
Assam,DARRANG,may,jute,,
Assam,DARRANG,march,jute,,
Assam,DARRANG,january,pulses,,
Assam,DARRANG,february,pulses,,
Assam,DARRANG,march,pulses,,
Assam,DARRANG,april,tomato,,
Assam,DARRANG,may,tomato,,
Assam,DARRANG,june,tomato,,
Assam,DARRANG,november,capsicum,,
Assam,DARRANG,september,radish,,
Assam,DARRANG,october,cabbage,,
Assam,DARRANG,november,cabbage,,
Assam,DARRANG,february,chilli,,
Assam,DARRANG,march,chilli,,
Assam,DARRANG,march,cucumber,,
Assam,DARRANG,april,cucumber,,
Assam,DARRANG,september,cauliflower,,
Assam,DARRANG,october,cauliflower,,
Assam,DARRANG,november,cauliflower,,
Assam,DARRANG,december,cauliflower,,
Assam,GOALPARA,january,sugarcane,,
Assam,GOALPARA,february,sugarcane,,
Assam,GOALPARA,march,tea,,
Assam,GOALPARA,april,tea,,
Assam,GOALPARA,may,tea,,
Assam,GOALPARA,june,rice,,
Assam,GOALPARA,july,rice,,
Assam,GOALPARA,august,oilseeds,,
Assam,GOALPARA,september,capsicum,,
Assam,GOALPARA,october,potato,,
Assam,GOALPARA,november,potato,,
Assam,GOALPARA,december,potato,,
Assam,GOALPARA,march,sugarcane,,
Assam,GOALPARA,april,jute,,
Assam,GOALPARA,may,jute,,
Assam,GOALPARA,march,jute,,
Assam,GOALPARA,january,pulses,,
Assam,GOALPARA,february,pulses,,
Assam,GOALPARA,march,pulses,,
Assam,GOALPARA,april,tomato,,
Assam,GOALPARA,may,tomato,,
Assam,GOALPARA,june,tomato,,
Assam,GOALPARA,november,capsicum,,
Assam,GOALPARA,september,radish,,
Assam,GOALPARA,october,cabbage,,
Assam,GOALPARA,november,cabbage,,
Assam,GOALPARA,february,chilli,,
Assam,GOALPARA,march,chilli,,
Assam,GOALPARA,march,cucumber,,
Assam,GOALPARA,april,cucumber,,
Assam,GOALPARA,september,cauliflower,,
Assam,GOALPARA,october,cauliflower,,
Assam,GOALPARA,november,cauliflower,,
Assam,GOALPARA,december,cauliflower,,
Assam,NAGAON,january,sugarcane,,
Assam,NAGAON,february,sugarcane,,
Assam,NAGAON,march,tea,,
Assam,NAGAON,april,tea,,
Assam,NAGAON,may,tea,,
Assam,NAGAON,june,rice,,
Assam,NAGAON,july,rice,,
Assam,NAGAON,august,oilseeds,,
Assam,NAGAON,september,capsicum,,
Assam,NAGAON,october,potato,,
Assam,NAGAON,november,potato,,
Assam,NAGAON,december,potato,,
Assam,NAGAON,march,sugarcane,,
Assam,NAGAON,april,jute,,
Assam,NAGAON,may,jute,,
Assam,NAGAON,march,jute,,
Assam,NAGAON,january,pulses,,
Assam,NAGAON,february,pulses,,
Assam,NAGAON,march,pulses,,
Assam,NAGAON,april,tomato,,
Assam,NAGAON,may,tomato,,
Assam,NAGAON,june,tomato,,
Assam,NAGAON,november,capsicum,,
Assam,NAGAON,september,radish,,
Assam,NAGAON,october,cabbage,,
Assam,NAGAON,november,cabbage,,
Assam,NAGAON,february,chilli,,
Assam,NAGAON,march,chilli,,
Assam,NAGAON,march,cucumber,,
Assam,NAGAON,april,cucumber,,
Assam,NAGAON,september,cauliflower,,
Assam,NAGAON,october,cauliflower,,
Assam,NAGAON,november,cauliflower,,
Assam,NAGAON,december,cauliflower,,
Bihar,ARARIA,january,sugarcane,,
Bihar,ARARIA,february,sugarcane,,
Bihar,ARARIA,march,sugarcane,,
Bihar,ARARIA,april,jute,,
Bihar,ARARIA,may,jute,,
Bihar,ARARIA,june,rice,,
Bihar,ARARIA,july,rice,,
Bihar,ARARIA,august,oilseeds,,
Bihar,ARARIA,september,oilseeds,,
Bihar,ARARIA,october,cauliflower,,
Bihar,ARARIA,november,wheat,,
Bihar,ARARIA,december,wheat,,
Bihar,ARARIA,march,jute,,
Bihar,ARARIA,june,maize,,
Bihar,ARARIA,july,maize,,
Bihar,ARARIA,june,oilseeds,,
Bihar,ARARIA,july,oilseeds,,
Bihar,ARARIA,september,cauliflower,,
Bihar,ARARIA,november,cauliflower,,
Bihar,ARARIA,december,cauliflower,,
Bihar,ARARIA,october,cabbage,,
Bihar,ARARIA,november,cabbage,,
Bihar,ARARIA,december,cabbage,,
Bihar,ARARIA,april,tomato,,
Bihar,ARARIA,may,tomato,,
Bihar,ARARIA,june,tomato,,
Bihar,ARARIA,november,capsicum,,
Bihar,ARARIA,september,radish,,
Bihar,ARARIA,october,cabbage,,
Bihar,ARARIA,november,cabbage,,
Bihar,ARARIA,february,chilli,,
Bihar,ARARIA,march,chilli,,
Bihar,ARARIA,march,cucumber,,
Bihar,ARARIA,april,cucumber,,
Bihar,ARARIA,october,patato,,
Bihar,ARARIA,november,patato,,
Bihar,ARARIA,december,patato,,
Bihar,ARARIA,october,barley,,
Bihar,ARARIA,november,barley,,
Bihar,ARARIA,december,barley,,
Bihar,ARARIA,october,onion,,
Bihar,ARARIA,november,onion,,
Bihar,ARARIA,january,pulses,,
Bihar,ARARIA,february,pulses,,
Bihar,ARARIA,march,pulses,,
Bihar,ARARIA,september,coriander,,
Bihar,ARARIA,october,garlic,,
Bihar,ARARIA,september,garlic,,
Bihar,ARARIA,november,garlic,,
Bihar,ARARIA,february,bottle gourd,,
Bihar,ARARIA,march,bottle gourd,,
Bihar,ARARIA,june,bottle gourd,,
Bihar,ARARIA,july,bottle gourd,,
Bihar,ARARIA,august,carrot,,
Bihar,ARARIA,september,carrot,,
Bihar,ARARIA,october,carrot,,
Bihar,ARARIA,november,tomato,,
Bihar,ARARIA,december,tomato,,
Bihar,ARARIA,october,tomato,,
Bihar,ARARIA,september,spinach,,
Bihar,ARARIA,october,spinach,,
Bihar,ARARIA,november,spinach,,
Bihar,ARARIA,august,radish,,
Bihar,ARARIA,september,radish,,
Bihar,ARARIA,october,radish,,
Bihar,ARARIA,november,radish,,
Bihar,ARARIA,january,radish,,
Bihar,ARARIA,october,beetroot,,
Bihar,ARARIA,november,beetroot,,
Bihar,AURANGABAD,january,sugarcane,,
Bihar,AURANGABAD,february,sugarcane,,
Bihar,AURANGABAD,march,sugarcane,,
Bihar,AURANGABAD,april,jute,,
Bihar,AURANGABAD,may,jute,,
Bihar,AURANGABAD,june,rice,,
Bihar,AURANGABAD,july,rice,,
Bihar,AURANGABAD,august,oilseeds,,
Bihar,AURANGABAD,september,oilseeds,,
Bihar,AURANGABAD,october,cauliflower,,
Bihar,AURANGABAD,november,wheat,,
Bihar,AURANGABAD,december,wheat,,
Bihar,AURANGABAD,march,jute,,
Bihar,AURANGABAD,june,maize,,
Bihar,AURANGABAD,july,maize,,
Bihar,AURANGABAD,june,oilseeds,,
Bihar,AURANGABAD,july,oilseeds,,
Bihar,AURANGABAD,september,cauliflower,,
Bihar,AURANGABAD,november,cauliflower,,
Bihar,AURANGABAD,december,cauliflower,,
Bihar,AURANGABAD,october,cabbage,,
Bihar,AURANGABAD,november,cabbage,,
Bihar,AURANGABAD,december,cabbage,,
Bihar,AURANGABAD,april,tomato,,
Bihar,AURANGABAD,may,tomato,,
Bihar,AURANGABAD,june,tomato,,
Bihar,AURANGABAD,november,capsicum,,
Bihar,AURANGABAD,september,radish,,
Bihar,AURANGABAD,october,cabbage,,
Bihar,AURANGABAD,november,cabbage,,
Bihar,AURANGABAD,february,chilli,,
Bihar,AURANGABAD,march,chilli,,
Bihar,AURANGABAD,march,cucumber,,
Bihar,AURANGABAD,april,cucumber,,
Bihar,AURANGABAD,october,patato,,
Bihar,AURANGABAD,november,patato,,
Bihar,AURANGABAD,december,patato,,
Bihar,AURANGABAD,october,barley,,
Bihar,AURANGABAD,november,barley,,
Bihar,AURANGABAD,december,barley,,
Bihar,AURANGABAD,october,onion,,
Bihar,AURANGABAD,november,onion,,
Bihar,AURANGABAD,january,pulses,,
Bihar,AURANGABAD,february,pulses,,
Bihar,AURANGABAD,march,pulses,,
Bihar,AURANGABAD,september,coriander,,
Bihar,AURANGABAD,october,garlic,,
Bihar,AURANGABAD,september,garlic,,
Bihar,AURANGABAD,november,garlic,,
Bihar,AURANGABAD,february,bottle gourd,,
Bihar,AURANGABAD,march,bottle gourd,,
Bihar,AURANGABAD,june,bottle gourd,,
Bihar,AURANGABAD,july,bottle gourd,,
Bihar,AURANGABAD,august,carrot,,
Bihar,AURANGABAD,september,carrot,,
Bihar,AURANGABAD,october,carrot,,
Bihar,AURANGABAD,november,tomato,,
Bihar,AURANGABAD,december,tomato,,
Bihar,AURANGABAD,october,tomato,,
Bihar,AURANGABAD,september,spinach,,
Bihar,AURANGABAD,october,spinach,,
Bihar,AURANGABAD,november,spinach,,
Bihar,AURANGABAD,august,radish,,
Bihar,AURANGABAD,september,radish,,
Bihar,AURANGABAD,october,radish,,
Bihar,AURANGABAD,november,radish,,
Bihar,AURANGABAD,january,radish,,
Bihar,AURANGABAD,october,beetroot,,
Bihar,AURANGABAD,november,beetroot,,
Bihar,BEGUSARAI,january,sugarcane,,
Bihar,BEGUSARAI,february,sugarcane,,
Bihar,BEGUSARAI,march,sugarcane,,
Bihar,BEGUSARAI,april,jute,,
Bihar,BEGUSARAI,may,jute,,
Bihar,BEGUSARAI,june,rice,,
Bihar,BEGUSARAI,july,rice,,
Bihar,BEGUSARAI,august,oilseeds,,
Bihar,BEGUSARAI,september,oilseeds,,
Bihar,BEGUSARAI,october,cauliflower,,
Bihar,BEGUSARAI,november,wheat,,
Bihar,BEGUSARAI,december,wheat,,
Bihar,BEGUSARAI,march,jute,,
Bihar,BEGUSARAI,june,maize,,
Bihar,BEGUSARAI,july,maize,,
Bihar,BEGUSARAI,june,oilseeds,,
Bihar,BEGUSARAI,july,oilseeds,,
Bihar,BEGUSARAI,september,cauliflower,,
Bihar,BEGUSARAI,november,cauliflower,,
Bihar,BEGUSARAI,december,cauliflower,,
Bihar,BEGUSARAI,october,cabbage,,
Bihar,BEGUSARAI,november,cabbage,,
Bihar,BEGUSARAI,december,cabbage,,
Bihar,BEGUSARAI,april,tomato,,
Bihar,BEGUSARAI,may,tomato,,
Bihar,BEGUSARAI,june,tomato,,
Bihar,BEGUSARAI,november,capsicum,,
Bihar,BEGUSARAI,september,radish,,
Bihar,BEGUSARAI,october,cabbage,,
Bihar,BEGUSARAI,november,cabbage,,
Bihar,BEGUSARAI,february,chilli,,
Bihar,BEGUSARAI,march,chilli,,
Bihar,BEGUSARAI,march,cucumber,,
Bihar,BEGUSARAI,april,cucumber,,
Bihar,BEGUSARAI,october,patato,,
Bihar,BEGUSARAI,november,patato,,
Bihar,BEGUSARAI,december,patato,,
Bihar,BEGUSARAI,october,barley,,
Bihar,BEGUSARAI,november,barley,,
Bihar,BEGUSARAI,december,barley,,
Bihar,BEGUSARAI,october,onion,,
Bihar,BEGUSARAI,november,onion,,
Bihar,BEGUSARAI,january,pulses,,
Bihar,BEGUSARAI,february,pulses,,
Bihar,BEGUSARAI,march,pulses,,
Bihar,BEGUSARAI,september,coriander,,
Bihar,BEGUSARAI,october,garlic,,
Bihar,BEGUSARAI,september,garlic,,
Bihar,BEGUSARAI,november,garlic,,
Bihar,BEGUSARAI,february,bottle gourd,,
Bihar,BEGUSARAI,march,bottle gourd,,
Bihar,BEGUSARAI,june,bottle gourd,,
Bihar,BEGUSARAI,july,bottle gourd,,
Bihar,BEGUSARAI,august,carrot,,
Bihar,BEGUSARAI,september,carrot,,
Bihar,BEGUSARAI,october,carrot,,
Bihar,BEGUSARAI,november,tomato,,
Bihar,BEGUSARAI,december,tomato,,
Bihar,BEGUSARAI,october,tomato,,
Bihar,BEGUSARAI,september,spinach,,
Bihar,BEGUSARAI,october,spinach,,
Bihar,BEGUSARAI,november,spinach,,
Bihar,BEGUSARAI,august,radish,,
Bihar,BEGUSARAI,september,radish,,
Bihar,BEGUSARAI,october,radish,,
Bihar,BEGUSARAI,november,radish,,
Bihar,BEGUSARAI,january,radish,,
Bihar,BEGUSARAI,october,beetroot,,
Bihar,BEGUSARAI,november,beetroot,,
Bihar,BHAGALPUR,january,sugarcane,,
Bihar,BHAGALPUR,february,sugarcane,,
Bihar,BHAGALPUR,march,sugarcane,,
Bihar,BHAGALPUR,april,jute,,
Bihar,BHAGALPUR,may,jute,,
Bihar,BHAGALPUR,june,rice,,
Bihar,BHAGALPUR,july,rice,,
Bihar,BHAGALPUR,august,oilseeds,,
Bihar,BHAGALPUR,september,oilseeds,,
Bihar,BHAGALPUR,october,cauliflower,,
Bihar,BHAGALPUR,november,wheat,,
Bihar,BHAGALPUR,december,wheat,,
Bihar,BHAGALPUR,march,jute,,
Bihar,BHAGALPUR,june,maize,,
Bihar,BHAGALPUR,july,maize,,
Bihar,BHAGALPUR,june,oilseeds,,
Bihar,BHAGALPUR,july,oilseeds,,
Bihar,BHAGALPUR,september,cauliflower,,
Bihar,BHAGALPUR,november,cauliflower,,
Bihar,BHAGALPUR,december,cauliflower,,
Bihar,BHAGALPUR,october,cabbage,,
Bihar,BHAGALPUR,november,cabbage,,
Bihar,BHAGALPUR,december,cabbage,,
Bihar,BHAGALPUR,april,tomato,,
Bihar,BHAGALPUR,may,tomato,,
Bihar,BHAGALPUR,june,tomato,,
Bihar,BHAGALPUR,november,capsicum,,
Bihar,BHAGALPUR,september,radish,,
Bihar,BHAGALPUR,october,cabbage,,
Bihar,BHAGALPUR,november,cabbage,,
Bihar,BHAGALPUR,february,chilli,,
Bihar,BHAGALPUR,march,chilli,,
Bihar,BHAGALPUR,march,cucumber,,
Bihar,BHAGALPUR,april,cucumber,,
Bihar,BHAGALPUR,october,patato,,
Bihar,BHAGALPUR,november,patato,,
Bihar,BHAGALPUR,december,patato,,
Bihar,BHAGALPUR,october,barley,,
Bihar,BHAGALPUR,november,barley,,
Bihar,BHAGALPUR,december,barley,,
Bihar,BHAGALPUR,october,onion,,
Bihar,BHAGALPUR,november,onion,,
Bihar,BHAGALPUR,january,pulses,,
Bihar,BHAGALPUR,february,pulses,,
Bihar,BHAGALPUR,march,pulses,,
Bihar,BHAGALPUR,september,coriander,,
Bihar,BHAGALPUR,october,garlic,,
Bihar,BHAGALPUR,september,garlic,,
Bihar,BHAGALPUR,november,garlic,,
Bihar,BHAGALPUR,february,bottle gourd,,
Bihar,BHAGALPUR,march,bottle gourd,,
Bihar,BHAGALPUR,june,bottle gourd,,
Bihar,BHAGALPUR,july,bottle gourd,,
Bihar,BHAGALPUR,august,carrot,,
Bihar,BHAGALPUR,september,carrot,,
Bihar,BHAGALPUR,october,carrot,,
Bihar,BHAGALPUR,november,tomato,,
Bihar,BHAGALPUR,december,tomato,,
Bihar,BHAGALPUR,october,tomato,,
Bihar,BHAGALPUR,september,spinach,,
Bihar,BHAGALPUR,october,spinach,,
Bihar,BHAGALPUR,november,spinach,,
Bihar,BHAGALPUR,august,radish,,
Bihar,BHAGALPUR,september,radish,,
Bihar,BHAGALPUR,october,radish,,
Bihar,BHAGALPUR,november,radish,,
Bihar,BHAGALPUR,january,radish,,
Bihar,BHAGALPUR,october,beetroot,,
Bihar,BHAGALPUR,november,beetroot,,
Bihar,BHOJPUR,january,sugarcane,,
Bihar,BHOJPUR,february,sugarcane,,
Bihar,BHOJPUR,march,sugarcane,,
Bihar,BHOJPUR,april,jute,,
Bihar,BHOJPUR,may,jute,,
Bihar,BHOJPUR,june,rice,,
Bihar,BHOJPUR,july,rice,,
Bihar,BHOJPUR,august,oilseeds,,
Bihar,BHOJPUR,september,oilseeds,,
Bihar,BHOJPUR,october,cauliflower,,
Bihar,BHOJPUR,november,wheat,,
Bihar,BHOJPUR,december,wheat,,
Bihar,BHOJPUR,march,jute,,
Bihar,BHOJPUR,june,maize,,
Bihar,BHOJPUR,july,maize,,
Bihar,BHOJPUR,june,oilseeds,,
Bihar,BHOJPUR,july,oilseeds,,
Bihar,BHOJPUR,september,cauliflower,,
Bihar,BHOJPUR,november,cauliflower,,
Bihar,BHOJPUR,december,cauliflower,,
Bihar,BHOJPUR,october,cabbage,,
Bihar,BHOJPUR,november,cabbage,,
Bihar,BHOJPUR,december,cabbage,,
Bihar,BHOJPUR,april,tomato,,
Bihar,BHOJPUR,may,tomato,,
Bihar,BHOJPUR,june,tomato,,
Bihar,BHOJPUR,november,capsicum,,
Bihar,BHOJPUR,september,radish,,
Bihar,BHOJPUR,october,cabbage,,
Bihar,BHOJPUR,november,cabbage,,
Bihar,BHOJPUR,february,chilli,,
Bihar,BHOJPUR,march,chilli,,
Bihar,BHOJPUR,march,cucumber,,
Bihar,BHOJPUR,april,cucumber,,
Bihar,BHOJPUR,october,patato,,
Bihar,BHOJPUR,november,patato,,
Bihar,BHOJPUR,december,patato,,
Bihar,BHOJPUR,october,barley,,
Bihar,BHOJPUR,november,barley,,
Bihar,BHOJPUR,december,barley,,
Bihar,BHOJPUR,october,onion,,
Bihar,BHOJPUR,november,onion,,
Bihar,BHOJPUR,january,pulses,,
Bihar,BHOJPUR,february,pulses,,
Bihar,BHOJPUR,march,pulses,,
Bihar,BHOJPUR,september,coriander,,
Bihar,BHOJPUR,october,garlic,,
Bihar,BHOJPUR,september,garlic,,
Bihar,BHOJPUR,november,garlic,,
Bihar,BHOJPUR,february,bottle gourd,,
Bihar,BHOJPUR,march,bottle gourd,,
Bihar,BHOJPUR,june,bottle gourd,,
Bihar,BHOJPUR,july,bottle gourd,,
Bihar,BHOJPUR,august,carrot,,
Bihar,BHOJPUR,september,carrot,,
Bihar,BHOJPUR,october,carrot,,
Bihar,BHOJPUR,november,tomato,,
Bihar,BHOJPUR,december,tomato,,
Bihar,BHOJPUR,october,tomato,,
Bihar,BHOJPUR,september,spinach,,
Bihar,BHOJPUR,october,spinach,,
Bihar,BHOJPUR,november,spinach,,
Bihar,BHOJPUR,august,radish,,
Bihar,BHOJPUR,september,radish,,
Bihar,BHOJPUR,october,radish,,
Bihar,BHOJPUR,november,radish,,
Bihar,BHOJPUR,january,radish,,
Bihar,BHOJPUR,october,beetroot,,
Bihar,BHOJPUR,november,beetroot,,
Bihar,BUXAR,january,sugarcane,,
Bihar,BUXAR,february,sugarcane,,
Bihar,BUXAR,march,sugarcane,,
Bihar,BUXAR,april,jute,,
Bihar,BUXAR,may,jute,,
Bihar,BUXAR,june,rice,,
Bihar,BUXAR,july,rice,,
Bihar,BUXAR,august,oilseeds,,
Bihar,BUXAR,september,oilseeds,,
Bihar,BUXAR,october,cauliflower,,
Bihar,BUXAR,november,wheat,,
Bihar,BUXAR,december,wheat,,
Bihar,BUXAR,march,jute,,
Bihar,BUXAR,june,maize,,
Bihar,BUXAR,july,maize,,
Bihar,BUXAR,june,oilseeds,,
Bihar,BUXAR,july,oilseeds,,
Bihar,BUXAR,september,cauliflower,,
Bihar,BUXAR,november,cauliflower,,
Bihar,BUXAR,december,cauliflower,,
Bihar,BUXAR,october,cabbage,,
Bihar,BUXAR,november,cabbage,,
Bihar,BUXAR,december,cabbage,,
Bihar,BUXAR,april,tomato,,
Bihar,BUXAR,may,tomato,,
Bihar,BUXAR,june,tomato,,
Bihar,BUXAR,november,capsicum,,
Bihar,BUXAR,september,radish,,
Bihar,BUXAR,october,cabbage,,
Bihar,BUXAR,november,cabbage,,
Bihar,BUXAR,february,chilli,,
Bihar,BUXAR,march,chilli,,
Bihar,BUXAR,march,cucumber,,
Bihar,BUXAR,april,cucumber,,
Bihar,BUXAR,october,patato,,
Bihar,BUXAR,november,patato,,
Bihar,BUXAR,december,patato,,
Bihar,BUXAR,october,barley,,
Bihar,BUXAR,november,barley,,
Bihar,BUXAR,december,barley,,
Bihar,BUXAR,october,onion,,
Bihar,BUXAR,november,onion,,
Bihar,BUXAR,january,pulses,,
Bihar,BUXAR,february,pulses,,
Bihar,BUXAR,march,pulses,,
Bihar,BUXAR,september,coriander,,
Bihar,BUXAR,october,garlic,,
Bihar,BUXAR,september,garlic,,
Bihar,BUXAR,november,garlic,,
Bihar,BUXAR,february,bottle gourd,,
Bihar,BUXAR,march,bottle gourd,,
Bihar,BUXAR,june,bottle gourd,,
Bihar,BUXAR,july,bottle gourd,,
Bihar,BUXAR,august,carrot,,
Bihar,BUXAR,september,carrot,,
Bihar,BUXAR,october,carrot,,
Bihar,BUXAR,november,tomato,,
Bihar,BUXAR,december,tomato,,
Bihar,BUXAR,october,tomato,,
Bihar,BUXAR,september,spinach,,
Bihar,BUXAR,october,spinach,,
Bihar,BUXAR,november,spinach,,
Bihar,BUXAR,august,radish,,
Bihar,BUXAR,september,radish,,
Bihar,BUXAR,october,radish,,
Bihar,BUXAR,november,radish,,
Bihar,BUXAR,january,radish,,
Bihar,BUXAR,october,beetroot,,
Bihar,BUXAR,november,beetroot,,
Bihar,DARBHANGA,january,sugarcane,,
Bihar,DARBHANGA,february,sugarcane,,
Bihar,DARBHANGA,march,sugarcane,,
Bihar,DARBHANGA,april,jute,,
Bihar,DARBHANGA,may,jute,,
Bihar,DARBHANGA,june,rice,,
Bihar,DARBHANGA,july,rice,,
Bihar,DARBHANGA,august,oilseeds,,
Bihar,DARBHANGA,september,oilseeds,,
Bihar,DARBHANGA,october,cauliflower,,
Bihar,DARBHANGA,november,wheat,,
Bihar,DARBHANGA,december,wheat,,
Bihar,DARBHANGA,march,jute,,
Bihar,DARBHANGA,june,maize,,
