state_name,district_name,season,crop
Madhya Pradesh,AGAR MALWA,november,potato
Madhya Pradesh,AGAR MALWA,december,tomato
Madhya Pradesh,AGAR MALWA,march,wheat 
Madhya Pradesh,AGAR MALWA,june,bajra
Madhya Pradesh,AGAR MALWA,july,rice
Madhya Pradesh,AGAR MALWA,june,mango
Madhya Pradesh,AGAR MALWA,july,potato
Madhya Pradesh,AGAR MALWA,september,tomato
Madhya Pradesh,AGAR MALWA,november,wheat 
Madhya Pradesh,AGAR MALWA,december,bajra
Madhya Pradesh,AGAR MALWA,october,rice
Madhya Pradesh,AGAR MALWA,november,tomato
Madhya Pradesh,AGAR MALWA,december,wheat 
Madhya Pradesh,AGAR MALWA,april,bajra
Madhya Pradesh,AGAR MALWA,may,rice
Madhya Pradesh,AGAR MALWA,june,mango
Madhya Pradesh,AGAR MALWA,november,potato
Madhya Pradesh,AGAR MALWA,september,tomato
Madhya Pradesh,AGAR MALWA,october,wheat 
Madhya Pradesh,AGAR MALWA,november,bajra
Madhya Pradesh,AGAR MALWA,february,rice
Madhya Pradesh,AGAR MALWA,march,mango
Madhya Pradesh,AGAR MALWA,march,potato
Madhya Pradesh,AGAR MALWA,april,tomato
Madhya Pradesh,AGAR MALWA,october,wheat 
Madhya Pradesh,AGAR MALWA,november,bajra
Madhya Pradesh,AGAR MALWA,december,rice
Madhya Pradesh,AGAR MALWA,october,tomato
Madhya Pradesh,AGAR MALWA,november,wheat 
Madhya Pradesh,AGAR MALWA,december,bajra
Madhya Pradesh,AGAR MALWA,october,rice
Madhya Pradesh,AGAR MALWA,november,mango
Madhya Pradesh,AGAR MALWA,january,potato
Madhya Pradesh,AGAR MALWA,february,tomato
Madhya Pradesh,AGAR MALWA,march,wheat 
Madhya Pradesh,AGAR MALWA,september,bajra
Madhya Pradesh,AGAR MALWA,october,rice
Madhya Pradesh,AGAR MALWA,september,mango
Madhya Pradesh,AGAR MALWA,november,potato
Madhya Pradesh,AGAR MALWA,february,tomato
Madhya Pradesh,AGAR MALWA,march,wheat 
Madhya Pradesh,AGAR MALWA,june,bajra
Madhya Pradesh,AGAR MALWA,july,rice
Madhya Pradesh,AGAR MALWA,august,tomato
Madhya Pradesh,AGAR MALWA,september,wheat 
Madhya Pradesh,AGAR MALWA,october,bajra
Madhya Pradesh,AGAR MALWA,november,rice
Madhya Pradesh,AGAR MALWA,december,mango
Madhya Pradesh,AGAR MALWA,october,potato
Madhya Pradesh,AGAR MALWA,september,tomato
Madhya Pradesh,AGAR MALWA,october,wheat 
Madhya Pradesh,AGAR MALWA,november,bajra
Madhya Pradesh,AGAR MALWA,august,rice
Madhya Pradesh,AGAR MALWA,september,mango
Madhya Pradesh,AGAR MALWA,october,potato
Madhya Pradesh,AGAR MALWA,november,tomato
Madhya Pradesh,AGAR MALWA,january,wheat 
Madhya Pradesh,AGAR MALWA,october,bajra
Madhya Pradesh,AGAR MALWA,november,rice
Madhya Pradesh,ASHOKNAGAR,january,tomato
Madhya Pradesh,ASHOKNAGAR,february,wheat 
Madhya Pradesh,ASHOKNAGAR,march,bajra
Madhya Pradesh,ASHOKNAGAR,april,rice
Madhya Pradesh,ASHOKNAGAR,may,mango
Madhya Pradesh,ASHOKNAGAR,june,potato
Madhya Pradesh,ASHOKNAGAR,july,tomato
Madhya Pradesh,ASHOKNAGAR,august,wheat 
Madhya Pradesh,ASHOKNAGAR,september,bajra
Madhya Pradesh,ASHOKNAGAR,october,rice
Madhya Pradesh,ASHOKNAGAR,november,mango
Madhya Pradesh,ASHOKNAGAR,december,potato
Madhya Pradesh,ASHOKNAGAR,march,tomato
Madhya Pradesh,ASHOKNAGAR,june,wheat 
Madhya Pradesh,ASHOKNAGAR,july,bajra
Madhya Pradesh,ASHOKNAGAR,june,rice
Madhya Pradesh,ASHOKNAGAR,july,tomato
Madhya Pradesh,ASHOKNAGAR,september,wheat 
Madhya Pradesh,ASHOKNAGAR,november,bajra
Madhya Pradesh,ASHOKNAGAR,december,rice
Madhya Pradesh,ASHOKNAGAR,october,mango
Madhya Pradesh,ASHOKNAGAR,november,potato
Madhya Pradesh,ASHOKNAGAR,december,tomato
Madhya Pradesh,ASHOKNAGAR,april,wheat 
Madhya Pradesh,ASHOKNAGAR,may,bajra
Madhya Pradesh,ASHOKNAGAR,june,rice
Madhya Pradesh,ASHOKNAGAR,november,mango
Madhya Pradesh,ASHOKNAGAR,september,potato
Madhya Pradesh,ASHOKNAGAR,october,tomato
Madhya Pradesh,ASHOKNAGAR,november,wheat 
Madhya Pradesh,ASHOKNAGAR,february,bajra
Madhya Pradesh,ASHOKNAGAR,march,rice
Madhya Pradesh,ASHOKNAGAR,march,tomato
Madhya Pradesh,ASHOKNAGAR,april,wheat 
Madhya Pradesh,ASHOKNAGAR,october,bajra
Madhya Pradesh,ASHOKNAGAR,november,rice
Madhya Pradesh,ASHOKNAGAR,december,mango
Madhya Pradesh,ASHOKNAGAR,october,potato
Madhya Pradesh,ASHOKNAGAR,november,tomato
Madhya Pradesh,ASHOKNAGAR,december,wheat 
Madhya Pradesh,ASHOKNAGAR,october,bajra
Madhya Pradesh,ASHOKNAGAR,november,rice
Madhya Pradesh,ASHOKNAGAR,january,mango
Madhya Pradesh,ASHOKNAGAR,february,potato
Madhya Pradesh,ASHOKNAGAR,march,tomato
Madhya Pradesh,ASHOKNAGAR,september,wheat 
Madhya Pradesh,ASHOKNAGAR,october,bajra
Madhya Pradesh,ASHOKNAGAR,september,rice
Madhya Pradesh,ASHOKNAGAR,november,tomato
Madhya Pradesh,ASHOKNAGAR,february,wheat 
Madhya Pradesh,ASHOKNAGAR,march,bajra
Madhya Pradesh,ASHOKNAGAR,june,rice
Madhya Pradesh,ASHOKNAGAR,july,mango
Madhya Pradesh,ASHOKNAGAR,august,potato
Madhya Pradesh,ASHOKNAGAR,september,tomato
Madhya Pradesh,ASHOKNAGAR,october,wheat 
Madhya Pradesh,ASHOKNAGAR,november,bajra
Madhya Pradesh,ASHOKNAGAR,december,rice
Madhya Pradesh,ASHOKNAGAR,october,mango
Madhya Pradesh,ASHOKNAGAR,september,potato
Madhya Pradesh,ASHOKNAGAR,october,tomato
Madhya Pradesh,ASHOKNAGAR,november,wheat 
Madhya Pradesh,ASHOKNAGAR,august,bajra
Madhya Pradesh,ASHOKNAGAR,september,rice
Madhya Pradesh,ASHOKNAGAR,october,tomato
Madhya Pradesh,ASHOKNAGAR,november,wheat 
Madhya Pradesh,ASHOKNAGAR,january,bajra
Madhya Pradesh,ASHOKNAGAR,october,rice
Madhya Pradesh,ASHOKNAGAR,november,mango
Madhya Pradesh,INDORE,january,potato
Madhya Pradesh,INDORE,february,tomato
Madhya Pradesh,INDORE,march,wheat 
Madhya Pradesh,INDORE,april,bajra
Madhya Pradesh,INDORE,may,rice
Madhya Pradesh,INDORE,june,mango
Madhya Pradesh,INDORE,july,potato
Madhya Pradesh,INDORE,august,tomato
Madhya Pradesh,INDORE,september,wheat 
Madhya Pradesh,INDORE,october,bajra
Madhya Pradesh,INDORE,november,rice
Madhya Pradesh,INDORE,december,tomato
Madhya Pradesh,INDORE,march,wheat 
Madhya Pradesh,INDORE,june,bajra
Madhya Pradesh,INDORE,july,rice
Madhya Pradesh,INDORE,june,mango
Madhya Pradesh,INDORE,july,potato
Madhya Pradesh,INDORE,september,tomato
Madhya Pradesh,INDORE,november,wheat 
Madhya Pradesh,INDORE,december,bajra
Madhya Pradesh,INDORE,october,rice
Madhya Pradesh,INDORE,november,mango
Madhya Pradesh,INDORE,december,potato
Madhya Pradesh,INDORE,april,tomato
Madhya Pradesh,INDORE,may,wheat 
Madhya Pradesh,INDORE,june,bajra
Madhya Pradesh,INDORE,november,rice
Madhya Pradesh,INDORE,september,tomato
Madhya Pradesh,INDORE,october,wheat 
Madhya Pradesh,INDORE,november,bajra
Madhya Pradesh,INDORE,february,rice
Madhya Pradesh,INDORE,march,mango
Madhya Pradesh,INDORE,march,potato
Madhya Pradesh,INDORE,april,tomato
Madhya Pradesh,INDORE,october,wheat 
Madhya Pradesh,INDORE,november,bajra
Madhya Pradesh,INDORE,december,rice
Madhya Pradesh,INDORE,october,mango
Madhya Pradesh,INDORE,november,potato
Madhya Pradesh,INDORE,december,tomato
Madhya Pradesh,INDORE,october,wheat 
Madhya Pradesh,INDORE,november,bajra
Madhya Pradesh,INDORE,january,rice
Madhya Pradesh,INDORE,february,tomato
Madhya Pradesh,INDORE,march,wheat 
Madhya Pradesh,INDORE,september,bajra
Madhya Pradesh,INDORE,october,rice
Madhya Pradesh,INDORE,september,mango
Madhya Pradesh,INDORE,november,potato
Madhya Pradesh,INDORE,february,tomato
Madhya Pradesh,INDORE,march,wheat 
Madhya Pradesh,INDORE,june,bajra
Madhya Pradesh,INDORE,july,rice
Madhya Pradesh,INDORE,august,mango
Madhya Pradesh,INDORE,september,potato
Madhya Pradesh,INDORE,october,tomato
Madhya Pradesh,INDORE,november,wheat 
Madhya Pradesh,INDORE,december,bajra
Madhya Pradesh,INDORE,october,rice
Madhya Pradesh,INDORE,september,tomato
Madhya Pradesh,INDORE,october,wheat 
Madhya Pradesh,INDORE,november,bajra
Madhya Pradesh,INDORE,august,rice
Madhya Pradesh,INDORE,september,mango
Madhya Pradesh,INDORE,october,potato
Madhya Pradesh,INDORE,november,tomato
Madhya Pradesh,INDORE,january,wheat 
Madhya Pradesh,INDORE,october,bajra
Madhya Pradesh,INDORE,november,rice
Punjab,AMRITSAR,january,mango
Punjab,AMRITSAR,february,potato
Punjab,AMRITSAR,march,tomato
Punjab,AMRITSAR,april,wheat 
Punjab,AMRITSAR,may,bajra
Punjab,AMRITSAR,june,rice
Punjab,AMRITSAR,july,tomato
Punjab,AMRITSAR,august,wheat 
Punjab,AMRITSAR,september,bajra
Punjab,AMRITSAR,october,rice
Punjab,AMRITSAR,november,mango
Punjab,AMRITSAR,december,potato
Punjab,AMRITSAR,march,tomato
Punjab,AMRITSAR,june,wheat 
Punjab,AMRITSAR,july,bajra
Punjab,AMRITSAR,june,rice
Punjab,AMRITSAR,july,mango
Punjab,AMRITSAR,september,potato
Punjab,AMRITSAR,november,tomato
Punjab,AMRITSAR,december,wheat 
Punjab,AMRITSAR,october,bajra
Punjab,AMRITSAR,november,rice
Punjab,AMRITSAR,december,tomato
Punjab,AMRITSAR,april,wheat 
Punjab,AMRITSAR,may,bajra
Punjab,AMRITSAR,june,rice
Punjab,AMRITSAR,november,mango
Punjab,AMRITSAR,september,potato
Punjab,AMRITSAR,october,tomato
Punjab,AMRITSAR,november,wheat 
Punjab,AMRITSAR,october,bajra
Punjab,AMRITSAR,november,rice
Punjab,AMRITSAR,january,mango
Punjab,AMRITSAR,february,potato
Punjab,AMRITSAR,march,tomato
Punjab,AMRITSAR,september,wheat 
Punjab,AMRITSAR,october,bajra
Punjab,AMRITSAR,september,rice
Punjab,AMRITSAR,november,tomato
Punjab,AMRITSAR,february,wheat 
Punjab,AMRITSAR,march,bajra
Punjab,AMRITSAR,june,rice
Punjab,AMRITSAR,july,mango
Punjab,AMRITSAR,august,potato
Punjab,AMRITSAR,september,tomato
Punjab,AMRITSAR,october,wheat 
Punjab,AMRITSAR,november,bajra
Punjab,AMRITSAR,december,rice
Punjab,AMRITSAR,october,mango
Punjab,AMRITSAR,september,potato
Punjab,AMRITSAR,october,tomato
Punjab,AMRITSAR,november,wheat 
Punjab,AMRITSAR,july,bajra
Punjab,BATHINDA,january,rice
Punjab,BATHINDA,february,tomato
Punjab,BATHINDA,march,wheat 
Punjab,BATHINDA,april,bajra
Punjab,BATHINDA,may,rice
Punjab,BATHINDA,june,mango
Punjab,BATHINDA,july,potato
Punjab,BATHINDA,august,tomato
Punjab,BATHINDA,september,wheat 
Punjab,BATHINDA,october,bajra
Punjab,BATHINDA,november,rice
Punjab,BATHINDA,december,mango
Punjab,BATHINDA,march,potato
Punjab,BATHINDA,june,tomato
Punjab,BATHINDA,july,wheat 
Punjab,BATHINDA,june,bajra
Punjab,BATHINDA,july,rice
Punjab,BATHINDA,september,tomato
Punjab,BATHINDA,november,wheat 
Punjab,BATHINDA,december,bajra
Punjab,BATHINDA,october,rice
Punjab,BATHINDA,november,mango
Punjab,BATHINDA,december,potato
Punjab,BATHINDA,april,tomato
Punjab,BATHINDA,may,wheat 
Punjab,BATHINDA,june,bajra
Punjab,BATHINDA,november,rice
Punjab,BATHINDA,september,mango
Punjab,BATHINDA,october,potato
Punjab,BATHINDA,november,tomato
Punjab,BATHINDA,october,wheat 
Punjab,BATHINDA,november,bajra
Punjab,BATHINDA,january,rice
Punjab,BATHINDA,february,tomato
Punjab,BATHINDA,march,wheat 
Punjab,BATHINDA,september,bajra
Punjab,BATHINDA,october,rice
Punjab,BATHINDA,september,mango
Punjab,BATHINDA,november,potato
Punjab,BATHINDA,february,tomato
Punjab,BATHINDA,march,wheat 
Punjab,BATHINDA,june,bajra
Punjab,BATHINDA,july,rice
Punjab,BATHINDA,august,mango
Punjab,BATHINDA,september,potato
Punjab,BATHINDA,october,tomato
Punjab,BATHINDA,november,wheat 
Punjab,BATHINDA,december,bajra
Punjab,BATHINDA,october,rice
Punjab,BATHINDA,september,tomato
Punjab,BATHINDA,october,wheat 
Punjab,BATHINDA,november,bajra
Punjab,BATHINDA,july,rice
Punjab,FIROZEPUR,january,mango
Punjab,FIROZEPUR,february,potato
Punjab,FIROZEPUR,march,tomato
Punjab,FIROZEPUR,april,wheat 
Punjab,FIROZEPUR,may,bajra
Punjab,FIROZEPUR,june,rice
Punjab,FIROZEPUR,july,mango
Punjab,FIROZEPUR,august,potato
Punjab,FIROZEPUR,september,tomato
Punjab,FIROZEPUR,october,wheat 
Punjab,FIROZEPUR,november,bajra
Punjab,FIROZEPUR,december,rice
Punjab,FIROZEPUR,march,tomato
Punjab,FIROZEPUR,june,wheat 
Punjab,FIROZEPUR,july,bajra
Punjab,FIROZEPUR,june,rice
Punjab,FIROZEPUR,july,mango
Punjab,FIROZEPUR,september,potato
Punjab,FIROZEPUR,november,tomato
Punjab,FIROZEPUR,december,wheat 
Punjab,FIROZEPUR,october,bajra
Punjab,FIROZEPUR,november,rice
Punjab,FIROZEPUR,december,mango
Punjab,FIROZEPUR,april,potato
Punjab,FIROZEPUR,may,tomato
Punjab,FIROZEPUR,june,wheat 
Punjab,FIROZEPUR,november,bajra
Punjab,FIROZEPUR,september,rice
Punjab,FIROZEPUR,october,tomato
Punjab,FIROZEPUR,november,wheat 
Punjab,FIROZEPUR,october,bajra
Punjab,FIROZEPUR,november,rice
Punjab,FIROZEPUR,january,mango
Punjab,FIROZEPUR,february,potato
Punjab,FIROZEPUR,march,tomato
Punjab,FIROZEPUR,september,wheat 
Punjab,FIROZEPUR,october,bajra
Punjab,FIROZEPUR,september,rice
Punjab,FIROZEPUR,november,mango
Punjab,FIROZEPUR,february,potato
Punjab,FIROZEPUR,march,tomato
Punjab,FIROZEPUR,june,wheat 
Punjab,FIROZEPUR,july,bajra
Punjab,FIROZEPUR,august,rice
Punjab,FIROZEPUR,september,tomato
Punjab,FIROZEPUR,october,wheat 
Punjab,FIROZEPUR,november,bajra
Punjab,FIROZEPUR,december,rice
Punjab,FIROZEPUR,october,mango
Punjab,FIROZEPUR,september,potato
Punjab,FIROZEPUR,october,tomato
Punjab,FIROZEPUR,november,wheat 
Punjab,FIROZEPUR,july,bajra
Punjab,JALANDHAR,january,rice
Punjab,JALANDHAR,february,mango
Punjab,JALANDHAR,march,potato
Punjab,JALANDHAR,april,tomato
Punjab,JALANDHAR,may,wheat 
Punjab,JALANDHAR,june,bajra
Punjab,JALANDHAR,july,rice
Punjab,JALANDHAR,august,tomato
Punjab,JALANDHAR,september,wheat 
Punjab,JALANDHAR,october,bajra
Punjab,JALANDHAR,november,rice
Punjab,JALANDHAR,december,mango
Punjab,JALANDHAR,march,potato
Punjab,JALANDHAR,june,tomato
Punjab,JALANDHAR,july,wheat 
Punjab,JALANDHAR,june,bajra
Punjab,JALANDHAR,july,rice
Punjab,JALANDHAR,september,mango
Punjab,JALANDHAR,november,potato
Punjab,JALANDHAR,december,tomato
Punjab,JALANDHAR,october,wheat 
Punjab,JALANDHAR,november,bajra
Punjab,JALANDHAR,december,rice
Punjab,JALANDHAR,april,tomato
Punjab,JALANDHAR,may,wheat 
Punjab,JALANDHAR,june,bajra
Punjab,JALANDHAR,november,rice
Punjab,JALANDHAR,september,mango
Punjab,JALANDHAR,october,potato
Punjab,JALANDHAR,november,tomato
Punjab,JALANDHAR,october,wheat 
Punjab,JALANDHAR,november,bajra
Punjab,JALANDHAR,january,rice
Punjab,JALANDHAR,february,mango
Punjab,JALANDHAR,march,potato
Punjab,JALANDHAR,september,tomato
Punjab,JALANDHAR,october,wheat 
Punjab,JALANDHAR,september,bajra
Punjab,JALANDHAR,november,rice
Punjab,JALANDHAR,february,tomato
Punjab,JALANDHAR,march,wheat 
Punjab,JALANDHAR,june,bajra
Punjab,JALANDHAR,july,rice
Punjab,JALANDHAR,august,mango
Punjab,JALANDHAR,september,potato
Punjab,JALANDHAR,october,tomato
Punjab,JALANDHAR,november,wheat 
Punjab,JALANDHAR,december,bajra
Punjab,JALANDHAR,october,rice
Punjab,JALANDHAR,september,mango
Punjab,JALANDHAR,october,potato
Punjab,JALANDHAR,november,tomato
Punjab,JALANDHAR,july,wheat 
Punjab,LUDHIANA,january,bajra
Punjab,LUDHIANA,february,rice
Punjab,LUDHIANA,march,tomato
Punjab,LUDHIANA,april,wheat 
Punjab,LUDHIANA,may,bajra
Punjab,LUDHIANA,june,rice
Punjab,LUDHIANA,july,mango
Punjab,LUDHIANA,august,potato
Punjab,LUDHIANA,september,tomato
Punjab,LUDHIANA,october,wheat 
Punjab,LUDHIANA,november,bajra
Punjab,LUDHIANA,december,rice
Punjab,LUDHIANA,march,mango
Punjab,LUDHIANA,june,potato
Punjab,LUDHIANA,july,tomato
Punjab,LUDHIANA,june,wheat 
Punjab,LUDHIANA,july,bajra
Punjab,LUDHIANA,september,rice
Punjab,LUDHIANA,november,tomato
Punjab,LUDHIANA,december,wheat 
Punjab,LUDHIANA,october,bajra
Punjab,LUDHIANA,november,rice
Punjab,LUDHIANA,december,mango
Punjab,LUDHIANA,april,potato
Punjab,LUDHIANA,may,tomato
Punjab,LUDHIANA,june,wheat 
Punjab,LUDHIANA,november,bajra
Punjab,LUDHIANA,september,rice
Punjab,LUDHIANA,october,mango
Punjab,LUDHIANA,november,potato
Punjab,LUDHIANA,october,tomato
Punjab,LUDHIANA,november,wheat 
Punjab,LUDHIANA,january,bajra
Punjab,LUDHIANA,february,rice
Punjab,LUDHIANA,march,tomato
Punjab,LUDHIANA,september,wheat 
Punjab,LUDHIANA,october,bajra
Punjab,LUDHIANA,september,rice
Punjab,LUDHIANA,november,mango
Punjab,LUDHIANA,february,potato
Punjab,LUDHIANA,march,tomato
Punjab,LUDHIANA,june,wheat 
Punjab,LUDHIANA,july,bajra
Punjab,LUDHIANA,august,rice
Punjab,LUDHIANA,september,mango
Punjab,LUDHIANA,october,potato
Punjab,LUDHIANA,november,tomato
Punjab,LUDHIANA,december,wheat 
Punjab,LUDHIANA,october,bajra
Punjab,LUDHIANA,september,rice
Punjab,LUDHIANA,october,tomato
Punjab,LUDHIANA,november,wheat 
Punjab,LUDHIANA,july,bajra
Uttar Pradesh,AGRA,january,rice
Uttar Pradesh,AGRA,february,mango
Uttar Pradesh,AGRA,march,potato
Uttar Pradesh,AGRA,april,tomato
Uttar Pradesh,AGRA,may,wheat 
Uttar Pradesh,AGRA,june,bajra
Uttar Pradesh,AGRA,july,rice
Uttar Pradesh,AGRA,august,mango
Uttar Pradesh,AGRA,september,potato
Uttar Pradesh,AGRA,october,tomato
Uttar Pradesh,AGRA,november,wheat 
Uttar Pradesh,AGRA,december,bajra
Uttar Pradesh,AGRA,march,rice
Uttar Pradesh,AGRA,june,tomato
Uttar Pradesh,AGRA,july,wheat 
Uttar Pradesh,AGRA,june,bajra
Uttar Pradesh,AGRA,july,rice
Uttar Pradesh,AGRA,september,mango
Uttar Pradesh,AGRA,november,potato
Uttar Pradesh,AGRA,december,tomato
Uttar Pradesh,AGRA,october,wheat 
Uttar Pradesh,AGRA,november,bajra
Uttar Pradesh,AGRA,december,rice
Uttar Pradesh,AGRA,april,mango
Uttar Pradesh,AGRA,may,potato
Uttar Pradesh,AGRA,june,tomato
Uttar Pradesh,AGRA,november,wheat 
Uttar Pradesh,AGRA,september,bajra
Uttar Pradesh,AGRA,october,rice
Uttar Pradesh,AGRA,november,tomato
Uttar Pradesh,AGRA,february,wheat 
Uttar Pradesh,AGRA,march,bajra
Uttar Pradesh,AGRA,march,rice
Uttar Pradesh,AGRA,april,mango
Uttar Pradesh,AGRA,october,potato
Uttar Pradesh,AGRA,november,tomato
Uttar Pradesh,AGRA,december,wheat 
Uttar Pradesh,AGRA,october,bajra
Uttar Pradesh,AGRA,november,rice
Uttar Pradesh,AGRA,december,mango
Uttar Pradesh,AGRA,october,potato
Uttar Pradesh,AGRA,november,tomato
Uttar Pradesh,AGRA,january,wheat 
Uttar Pradesh,AGRA,february,bajra
Uttar Pradesh,AGRA,march,rice
Uttar Pradesh,AGRA,september,tomato
Uttar Pradesh,AGRA,october,wheat 
Uttar Pradesh,AGRA,september,bajra
Uttar Pradesh,AGRA,november,rice
Uttar Pradesh,AGRA,february,mango
Uttar Pradesh,AGRA,march,potato
Uttar Pradesh,AGRA,june,tomato
Uttar Pradesh,AGRA,july,wheat 
Uttar Pradesh,AGRA,august,bajra
Uttar Pradesh,AGRA,september,rice
Uttar Pradesh,AGRA,october,mango
Uttar Pradesh,AGRA,november,potato
Uttar Pradesh,AGRA,december,tomato
Uttar Pradesh,AGRA,october,wheat 
Uttar Pradesh,AGRA,september,bajra
Uttar Pradesh,AGRA,october,rice
Uttar Pradesh,AGRA,november,tomato
Uttar Pradesh,AGRA,august,wheat 
Uttar Pradesh,AGRA,september,bajra
Uttar Pradesh,AGRA,october,rice
Uttar Pradesh,AGRA,november,mango
Uttar Pradesh,AGRA,january,potato
Uttar Pradesh,AGRA,october,tomato
Uttar Pradesh,AGRA,november,wheat 
Uttar Pradesh,ALIGARH,january,bajra
Uttar Pradesh,ALIGARH,february,rice
Uttar Pradesh,ALIGARH,march,mango
Uttar Pradesh,ALIGARH,april,potato
Uttar Pradesh,ALIGARH,may,tomato
Uttar Pradesh,ALIGARH,june,wheat 
Uttar Pradesh,ALIGARH,july,bajra
Uttar Pradesh,ALIGARH,august,rice
Uttar Pradesh,ALIGARH,september,tomato
Uttar Pradesh,ALIGARH,october,wheat 
Uttar Pradesh,ALIGARH,november,bajra
Uttar Pradesh,ALIGARH,december,rice
Uttar Pradesh,ALIGARH,march,mango
Uttar Pradesh,ALIGARH,june,potato
Uttar Pradesh,ALIGARH,july,tomato
Uttar Pradesh,ALIGARH,june,wheat 
Uttar Pradesh,ALIGARH,july,bajra
Uttar Pradesh,ALIGARH,september,rice
Uttar Pradesh,ALIGARH,november,mango
Uttar Pradesh,ALIGARH,december,potato
Uttar Pradesh,ALIGARH,october,tomato
Uttar Pradesh,ALIGARH,november,wheat 
Uttar Pradesh,ALIGARH,december,bajra
Uttar Pradesh,ALIGARH,april,rice
Uttar Pradesh,ALIGARH,may,tomato
Uttar Pradesh,ALIGARH,june,wheat 
Uttar Pradesh,ALIGARH,november,bajra
Uttar Pradesh,ALIGARH,september,rice
Uttar Pradesh,ALIGARH,october,mango
Uttar Pradesh,ALIGARH,november,potato
Uttar Pradesh,ALIGARH,february,tomato
Uttar Pradesh,ALIGARH,march,wheat 
Uttar Pradesh,ALIGARH,march,bajra
Uttar Pradesh,ALIGARH,april,rice
Uttar Pradesh,ALIGARH,october,mango
Uttar Pradesh,ALIGARH,november,potato
Uttar Pradesh,ALIGARH,december,tomato
Uttar Pradesh,ALIGARH,october,wheat 
Uttar Pradesh,ALIGARH,november,bajra
Uttar Pradesh,ALIGARH,december,rice
Uttar Pradesh,ALIGARH,october,tomato
Uttar Pradesh,ALIGARH,november,wheat 
Uttar Pradesh,ALIGARH,january,bajra
Uttar Pradesh,ALIGARH,february,rice
Uttar Pradesh,ALIGARH,march,mango
Uttar Pradesh,ALIGARH,september,potato
Uttar Pradesh,ALIGARH,october,tomato
Uttar Pradesh,ALIGARH,september,wheat 
Uttar Pradesh,ALIGARH,november,bajra
Uttar Pradesh,ALIGARH,february,rice
Uttar Pradesh,ALIGARH,march,mango
Uttar Pradesh,ALIGARH,june,potato
Uttar Pradesh,ALIGARH,july,tomato
Uttar Pradesh,ALIGARH,august,wheat 
Uttar Pradesh,ALIGARH,september,bajra
Uttar Pradesh,ALIGARH,october,rice
Uttar Pradesh,ALIGARH,november,tomato
Uttar Pradesh,ALIGARH,december,wheat 
Uttar Pradesh,ALIGARH,october,bajra
Uttar Pradesh,ALIGARH,september,rice
Uttar Pradesh,ALIGARH,october,mango
Uttar Pradesh,ALIGARH,november,potato
Uttar Pradesh,ALIGARH,august,tomato
Uttar Pradesh,ALIGARH,september,wheat 
Uttar Pradesh,ALIGARH,october,bajra
Uttar Pradesh,ALIGARH,november,rice
Uttar Pradesh,ALIGARH,january,mango
Uttar Pradesh,ALIGARH,october,potato
Uttar Pradesh,ALIGARH,november,tomato
Uttar Pradesh,ALLAHABAD,january,wheat 
Uttar Pradesh,ALLAHABAD,february,bajra
Uttar Pradesh,ALLAHABAD,march,rice
Uttar Pradesh,ALLAHABAD,april,tomato
Uttar Pradesh,ALLAHABAD,may,wheat 
Uttar Pradesh,ALLAHABAD,june,bajra
Uttar Pradesh,ALLAHABAD,july,rice
Uttar Pradesh,ALLAHABAD,august,mango
Uttar Pradesh,ALLAHABAD,september,potato
Uttar Pradesh,ALLAHABAD,october,tomato
Uttar Pradesh,ALLAHABAD,november,wheat 
Uttar Pradesh,ALLAHABAD,december,bajra
Uttar Pradesh,ALLAHABAD,march,rice
Uttar Pradesh,ALLAHABAD,june,mango
Uttar Pradesh,ALLAHABAD,july,potato
Uttar Pradesh,ALLAHABAD,june,tomato
Uttar Pradesh,ALLAHABAD,july,wheat 
Uttar Pradesh,ALLAHABAD,september,bajra
Uttar Pradesh,ALLAHABAD,november,rice
Uttar Pradesh,ALLAHABAD,december,tomato
Uttar Pradesh,ALLAHABAD,october,wheat 
Uttar Pradesh,ALLAHABAD,november,bajra
Uttar Pradesh,ALLAHABAD,december,rice
Uttar Pradesh,ALLAHABAD,april,mango
Uttar Pradesh,ALLAHABAD,may,potato
Uttar Pradesh,ALLAHABAD,june,tomato
Uttar Pradesh,ALLAHABAD,november,wheat 
Uttar Pradesh,ALLAHABAD,september,bajra
Uttar Pradesh,ALLAHABAD,october,rice
Uttar Pradesh,ALLAHABAD,november,mango
Uttar Pradesh,ALLAHABAD,february,potato
Uttar Pradesh,ALLAHABAD,march,tomato
Uttar Pradesh,ALLAHABAD,march,wheat 
Uttar Pradesh,ALLAHABAD,april,bajra
Uttar Pradesh,ALLAHABAD,october,rice
Uttar Pradesh,ALLAHABAD,november,tomato
Uttar Pradesh,ALLAHABAD,december,wheat 
Uttar Pradesh,ALLAHABAD,october,bajra
Uttar Pradesh,ALLAHABAD,november,rice
Uttar Pradesh,ALLAHABAD,december,mango
Uttar Pradesh,ALLAHABAD,october,potato
Uttar Pradesh,ALLAHABAD,november,tomato
Uttar Pradesh,ALLAHABAD,january,wheat 
Uttar Pradesh,ALLAHABAD,february,bajra
Uttar Pradesh,ALLAHABAD,march,rice
Uttar Pradesh,ALLAHABAD,september,mango
Uttar Pradesh,ALLAHABAD,october,potato
Uttar Pradesh,ALLAHABAD,september,tomato
Uttar Pradesh,ALLAHABAD,november,wheat 
Uttar Pradesh,ALLAHABAD,february,bajra
Uttar Pradesh,ALLAHABAD,march,rice
